date,capability_id,movement,quality,expression,daily_score,n_tests,match_date,days_post_match
2024-08-22,upper body_pull_dynamic,upper body,pull,dynamic,0.855,1,2024-08-18,4
2024-08-22,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,4
2024-08-22,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,4
2024-08-23,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,5
2024-08-23,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,5
2024-08-23,agility_deceleration_dynamic,agility,deceleration,dynamic,0.855,1,2024-08-18,5
2024-08-23,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-18,5
2024-08-23,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-18,5
2024-08-23,jump_land_dynamic,jump,land,dynamic,0.652,1,2024-08-18,5
2024-08-23,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,5
2024-08-23,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,5
2024-08-23,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,5
2024-08-23,jump_take off_dynamic,jump,take off,dynamic,0.723,1,2024-08-18,5
2024-08-23,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,5
2024-08-23,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,5
2024-08-23,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,5
2024-08-23,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,5
2024-08-23,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-18,5
2024-08-23,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-18,5
2024-08-23,upper body_pull_dynamic,upper body,pull,dynamic,0.855,1,2024-08-18,5
2024-08-23,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,5
2024-08-23,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,5
2024-08-24,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,6
2024-08-24,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,6
2024-08-24,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,6
2024-08-24,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-18,6
2024-08-24,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-18,6
2024-08-24,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,6
2024-08-24,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,6
2024-08-24,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4795,1,2024-08-18,6
2024-08-24,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,6
2024-08-24,jump_take off_dynamic,jump,take off,dynamic,0.72,1,2024-08-18,6
2024-08-24,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,6
2024-08-24,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,6
2024-08-24,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,6
2024-08-24,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,6
2024-08-24,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-18,6
2024-08-24,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-18,6
2024-08-24,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,6
2024-08-24,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,6
2024-08-24,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,6
2024-08-25,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,7
2024-08-25,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,7
2024-08-25,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,7
2024-08-25,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-18,7
2024-08-25,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-18,7
2024-08-25,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,7
2024-08-25,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,7
2024-08-25,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4795,1,2024-08-18,7
2024-08-25,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,7
2024-08-25,jump_take off_dynamic,jump,take off,dynamic,0.72,1,2024-08-18,7
2024-08-25,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,7
2024-08-25,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,7
2024-08-25,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,7
2024-08-25,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,7
2024-08-25,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-18,7
2024-08-25,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-18,7
2024-08-25,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,7
2024-08-25,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,7
2024-08-25,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,7
2024-08-26,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,8
2024-08-26,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,8
2024-08-26,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,8
2024-08-26,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-18,8
2024-08-26,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-18,8
2024-08-26,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,8
2024-08-26,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,8
2024-08-26,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,8
2024-08-26,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,8
2024-08-26,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,8
2024-08-26,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,8
2024-08-26,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,8
2024-08-26,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,8
2024-08-26,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,8
2024-08-26,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-18,8
2024-08-26,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-18,8
2024-08-26,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,8
2024-08-26,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,8
2024-08-26,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,8
2024-08-27,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,9
2024-08-27,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,9
2024-08-27,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,9
2024-08-27,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,9
2024-08-27,agility_rotate_isometric,agility,rotate,isometric,0.6015,1,2024-08-18,9
2024-08-27,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,9
2024-08-27,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,9
2024-08-27,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,9
2024-08-27,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,9
2024-08-27,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,9
2024-08-27,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,9
2024-08-27,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,9
2024-08-27,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,9
2024-08-27,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,9
2024-08-27,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,9
2024-08-27,upper body_grapple_isometric,upper body,grapple,isometric,0.6015,1,2024-08-18,9
2024-08-27,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,9
2024-08-27,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,9
2024-08-27,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,9
2024-08-28,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,10
2024-08-28,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-18,10
2024-08-28,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,10
2024-08-28,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,10
2024-08-28,agility_rotate_isometric,agility,rotate,isometric,0.6375,1,2024-08-18,10
2024-08-28,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,10
2024-08-28,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,10
2024-08-28,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,10
2024-08-28,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-18,10
2024-08-28,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,10
2024-08-28,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,10
2024-08-28,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,10
2024-08-28,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-18,10
2024-08-28,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,10
2024-08-28,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,10
2024-08-28,upper body_grapple_isometric,upper body,grapple,isometric,0.6375,1,2024-08-18,10
2024-08-28,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,10
2024-08-28,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,10
2024-08-28,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-18,10
2024-08-29,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,11
2024-08-29,agility_acceleration_isometric,agility,acceleration,isometric,0.731,1,2024-08-18,11
2024-08-29,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,11
2024-08-29,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,11
2024-08-29,agility_rotate_isometric,agility,rotate,isometric,0.6375,1,2024-08-18,11
2024-08-29,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,11
2024-08-29,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,11
2024-08-29,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,11
2024-08-29,jump_pre-load_isometric,jump,pre-load,isometric,0.731,1,2024-08-18,11
2024-08-29,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,11
2024-08-29,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,11
2024-08-29,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,11
2024-08-29,sprint_acceleration_isometric,sprint,acceleration,isometric,0.731,1,2024-08-18,11
2024-08-29,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,11
2024-08-29,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,11
2024-08-29,upper body_grapple_isometric,upper body,grapple,isometric,0.6375,1,2024-08-18,11
2024-08-29,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,11
2024-08-29,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,11
2024-08-29,upper body_push_isometric,upper body,push,isometric,0.945,1,2024-08-18,11
2024-08-30,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,12
2024-08-30,agility_acceleration_isometric,agility,acceleration,isometric,0.731,1,2024-08-18,12
2024-08-30,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,12
2024-08-30,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,12
2024-08-30,agility_rotate_isometric,agility,rotate,isometric,0.6405,1,2024-08-18,12
2024-08-30,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,12
2024-08-30,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,12
2024-08-30,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,12
2024-08-30,jump_pre-load_isometric,jump,pre-load,isometric,0.731,1,2024-08-18,12
2024-08-30,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,12
2024-08-30,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,12
2024-08-30,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,12
2024-08-30,sprint_acceleration_isometric,sprint,acceleration,isometric,0.731,1,2024-08-18,12
2024-08-30,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,12
2024-08-30,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,12
2024-08-30,upper body_grapple_isometric,upper body,grapple,isometric,0.6405,1,2024-08-18,12
2024-08-30,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,12
2024-08-30,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,12
2024-08-30,upper body_push_isometric,upper body,push,isometric,0.945,1,2024-08-18,12
2024-08-31,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,13
2024-08-31,agility_acceleration_isometric,agility,acceleration,isometric,0.731,1,2024-08-18,13
2024-08-31,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,13
2024-08-31,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,13
2024-08-31,agility_rotate_isometric,agility,rotate,isometric,0.6405,1,2024-08-18,13
2024-08-31,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,13
2024-08-31,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,13
2024-08-31,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,13
2024-08-31,jump_pre-load_isometric,jump,pre-load,isometric,0.731,1,2024-08-18,13
2024-08-31,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,13
2024-08-31,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,13
2024-08-31,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,13
2024-08-31,sprint_acceleration_isometric,sprint,acceleration,isometric,0.731,1,2024-08-18,13
2024-08-31,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,13
2024-08-31,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,13
2024-08-31,upper body_grapple_isometric,upper body,grapple,isometric,0.6405,1,2024-08-18,13
2024-08-31,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,13
2024-08-31,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,13
2024-08-31,upper body_push_isometric,upper body,push,isometric,0.945,1,2024-08-18,13
2024-09-01,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-18,14
2024-09-01,agility_acceleration_isometric,agility,acceleration,isometric,0.731,1,2024-08-18,14
2024-09-01,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-18,14
2024-09-01,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-18,14
2024-09-01,agility_rotate_isometric,agility,rotate,isometric,0.6405,1,2024-08-18,14
2024-09-01,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-18,14
2024-09-01,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-18,14
2024-09-01,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-18,14
2024-09-01,jump_pre-load_isometric,jump,pre-load,isometric,0.731,1,2024-08-18,14
2024-09-01,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-18,14
2024-09-01,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-18,14
2024-09-01,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-18,14
2024-09-01,sprint_acceleration_isometric,sprint,acceleration,isometric,0.731,1,2024-08-18,14
2024-09-01,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-18,14
2024-09-01,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-18,14
2024-09-01,upper body_grapple_isometric,upper body,grapple,isometric,0.6405,1,2024-08-18,14
2024-09-01,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-18,14
2024-09-01,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-18,14
2024-09-01,upper body_push_isometric,upper body,push,isometric,0.945,1,2024-08-18,14
2024-08-23,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,1
2024-08-23,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,1
2024-08-23,agility_deceleration_dynamic,agility,deceleration,dynamic,0.855,1,2024-08-22,1
2024-08-23,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-22,1
2024-08-23,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-22,1
2024-08-23,jump_land_dynamic,jump,land,dynamic,0.652,1,2024-08-22,1
2024-08-23,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,1
2024-08-23,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-22,1
2024-08-23,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,1
2024-08-23,jump_take off_dynamic,jump,take off,dynamic,0.723,1,2024-08-22,1
2024-08-23,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,1
2024-08-23,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,1
2024-08-23,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,1
2024-08-23,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,1
2024-08-23,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-22,1
2024-08-23,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-22,1
2024-08-23,upper body_pull_dynamic,upper body,pull,dynamic,0.855,1,2024-08-22,1
2024-08-23,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-22,1
2024-08-23,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-22,1
2024-08-24,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,2
2024-08-24,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,2
2024-08-24,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-22,2
2024-08-24,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-22,2
2024-08-24,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-22,2
2024-08-24,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-22,2
2024-08-24,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,2
2024-08-24,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4795,1,2024-08-22,2
2024-08-24,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,2
2024-08-24,jump_take off_dynamic,jump,take off,dynamic,0.72,1,2024-08-22,2
2024-08-24,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,2
2024-08-24,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,2
2024-08-24,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,2
2024-08-24,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,2
2024-08-24,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-22,2
2024-08-24,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-22,2
2024-08-24,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-22,2
2024-08-24,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-22,2
2024-08-24,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-22,2
2024-08-25,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,3
2024-08-25,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,3
2024-08-25,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-22,3
2024-08-25,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-22,3
2024-08-25,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-22,3
2024-08-25,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-22,3
2024-08-25,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,3
2024-08-25,jump_pre-load_dynamic,jump,pre-load,dynamic,0.4795,1,2024-08-22,3
2024-08-25,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,3
2024-08-25,jump_take off_dynamic,jump,take off,dynamic,0.72,1,2024-08-22,3
2024-08-25,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,3
2024-08-25,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,3
2024-08-25,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,3
2024-08-25,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,3
2024-08-25,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-22,3
2024-08-25,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-22,3
2024-08-25,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-22,3
2024-08-25,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-22,3
2024-08-25,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-22,3
2024-08-26,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,4
2024-08-26,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,4
2024-08-26,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-22,4
2024-08-26,agility_deceleration_isometric,agility,deceleration,isometric,0.953,1,2024-08-22,4
2024-08-26,agility_rotate_isometric,agility,rotate,isometric,0.5075,1,2024-08-22,4
2024-08-26,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-22,4
2024-08-26,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,4
2024-08-26,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-22,4
2024-08-26,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,4
2024-08-26,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-22,4
2024-08-26,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,4
2024-08-26,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,4
2024-08-26,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,4
2024-08-26,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,4
2024-08-26,sprint_max velocity_isometric,sprint,max velocity,isometric,0.756,1,2024-08-22,4
2024-08-26,upper body_grapple_isometric,upper body,grapple,isometric,0.5075,1,2024-08-22,4
2024-08-26,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-22,4
2024-08-26,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-22,4
2024-08-26,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-22,4
2024-08-27,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,5
2024-08-27,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,5
2024-08-27,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-22,5
2024-08-27,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-22,5
2024-08-27,agility_rotate_isometric,agility,rotate,isometric,0.6015,1,2024-08-22,5
2024-08-27,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-22,5
2024-08-27,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,5
2024-08-27,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-22,5
2024-08-27,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,5
2024-08-27,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-22,5
2024-08-27,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,5
2024-08-27,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,5
2024-08-27,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,5
2024-08-27,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,5
2024-08-27,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-22,5
2024-08-27,upper body_grapple_isometric,upper body,grapple,isometric,0.6015,1,2024-08-22,5
2024-08-27,upper body_pull_dynamic,upper body,pull,dynamic,0.9,1,2024-08-22,5
2024-08-27,upper body_push_dynamic,upper body,push,dynamic,0.428,1,2024-08-22,5
2024-08-27,upper body_push_isometric,upper body,push,isometric,0.96,1,2024-08-22,5
2024-08-28,agility_acceleration_dynamic,agility,acceleration,dynamic,0.428,1,2024-08-22,6
2024-08-28,agility_acceleration_isometric,agility,acceleration,isometric,0.7305,1,2024-08-22,6
2024-08-28,agility_deceleration_dynamic,agility,deceleration,dynamic,0.9,1,2024-08-22,6
2024-08-28,agility_deceleration_isometric,agility,deceleration,isometric,0.95,1,2024-08-22,6
2024-08-28,agility_rotate_isometric,agility,rotate,isometric,0.6375,1,2024-08-22,6
2024-08-28,jump_land_dynamic,jump,land,dynamic,0.641,1,2024-08-22,6
2024-08-28,jump_land_isometric,jump,land,isometric,0.363,1,2024-08-22,6
2024-08-28,jump_pre-load_dynamic,jump,pre-load,dynamic,0.5095,1,2024-08-22,6
2024-08-28,jump_pre-load_isometric,jump,pre-load,isometric,0.7305,1,2024-08-22,6
2024-08-28,jump_take off_dynamic,jump,take off,dynamic,0.6915,1,2024-08-22,6
2024-08-28,jump_take off_isometric,jump,take off,isometric,0.363,1,2024-08-22,6
2024-08-28,sprint_acceleration_dynamic,sprint,acceleration,dynamic,0.428,1,2024-08-22,6
2024-08-28,sprint_acceleration_isometric,sprint,acceleration,isometric,0.7305,1,2024-08-22,6
2024-08-28,sprint_max velocity_dynamic,sprint,max velocity,dynamic,0.6795,1,2024-08-22,6
2024-08-28,sprint_max velocity_isometric,sprint,max velocity,isometric,0.67,1,2024-08-22,6
